,tweet,label,include
52,"@USER The absolute ultimate! Question, just out of curiosity, why does a [Hashtag] member unfollow another [Hashtag] member? :(",1,
53,@USER This did not half make me smile face with tears of joy relieved face,1,
54,@USER but you instagrammed ALL of your presents,1,
55,@USER The penguin has human feet,1,
56,@USER Why do not you just move by yourself ?,1,
57,"@USER [Hashtag] legally separated by 1931 Statute of Westminster. Not a break, just a separate evolutionary path.",1,
58,"@USER No I feel you girl. I am white my fiancé is black...the only times he is EVER gotten pulled over was w me in the car w him and I feel like me, being white, and being w him is what saves his life. It is terrifying.",1,
59,"@USER Yep. But not because of ""Silly little woman"", because of how magnanimous the men look. Would be the same if situation reversed.",1,
60,"@USER DYOR and look for Wyckoff. Now look : Tweet&gt;Pump&gt;Dump&gt;Buy all&gt;Tweet&gt;Pump... We all know who the « Composite Man » can be. DOGE is not made to be trade. All the « Composite Man » is telling you is « Do not sell, I will buy them all ». Wait a few weeks, buy a few and forget about it.",1,
61,@USER oh. Where I need to be with the ones? [Hashtag],1,
62,@USER But life back in your time is boring without texting.,1,
63,@USER CMON alan it was funny mannnn,1,
64,@USER Have you been drinking?,1,
65,@USER believe me I and my friends alone can make Samantha win the sneakiest...do not start cos I love that girl! JJ is the sneakiest,1,
66,@USER ugh seems kind of gay man,1,
67,@USER depend on what audi. audi just not worth the cost to me. just does not do enough,1,
68,@USER You are sure getting your anger out tonight arn't you!!! x,1,
69,"@USER you are right, you are fat and out of shape face with tears of joy waving hand medium skin tone",1,
70,@USER Come here to me and I will make you feel good face blowing a kiss,1,
71,"@USER Perhaps narcissism is a harsh word, but it is interesting that eating disorders are a recent phenomenon, is it not?",1,
72,@USER What about the Super Bowl 2 years ago?,1,
73,@USER It could always be worse. sun with face,1,
74,"@USER try tweeting about RFL after Adam's performance the stans are all berting right now, lol crazy!!",1,
75,@USER To Be Honest I used to have boots almost exactly identical to those lol,1,
76,@USER It takes courage. Stockholm Syndrome. You got away. I am happy for you.,1,
77,@USER Whoever said you were good at it to begin with grinning face with sweat face with tears of joy,1,
78,@USER that made my night :D,1,
79,@USER stomach ache is two words,1,
80,"@USER let us be honest he did not, he is too boring to get arrested",1,
81,@USER So you are saying their is potential for either a huge bounce or more action to the downside? Hmmm thinking face face with tears of joy,1,
82,"@USER I believe college plays a very significant role in personality and attitude development. I Am Going To, you might have learned all of your technical skills on your own, but that does not mean college has 0 contribution.",1,
83,@USER has not he been openly racist and transphobic though,1,
84,@USER that is not surprising when you work like 65 hours a week!,1,
85,@USER not in attendance of fireworks here. But looking forward to work. Still doing some.,1,
86,"@USER 50,000 / 23 days left in Nov = 2174 words per day. If you start RIGHT NOW OH MY GOD IT IS IMPOSSIBLE NO WAY IMPOSSIBLE!!!!",1,
87,@USER If you are going to hang out with her. Make it a study group.,1,
88,@USER @USER Why did you trivialise what you said with that hackneyed Ted talk sign off?,1,
89,@USER I guess if you believe POC cannot take care of themselves w/o govt intervention it makes sense?,1,
90,"@USER I try to use different words or phrases, but there is only so many ways to describe a penis without being silly. I have not tried eggplant though. eggplant He grinned feverishly as he stroked his enlarged eggplant. How does that sound? winking face",1,
91,@USER You mean go eat ass?,1,
92,@USER || It is fine. I was just testing my limits. Any others I should not use?,1,
93,@USER I fucks with the 11s. I like the lowtop 10s though,1,
94,"@USER if you do not mind me asking,but where do they live or where you frim",1,
95,@USER Better hope to wings you have are not for show because you will need them if that tornado takes you.,1,
96,RT @USER there is nothing quite like a liverpool v united fixture. COME ON REDS!! Euh.. yes but which ones? they are all red !! Hi Hi,1,
97,@USER I think all women are beautiful not only SA that is mi opinion smiling face with heart-eyes,1,
98,"@USER @USER Like the idea of getting together with other resisters, but being trapped on a big ship, on the ocean in the heat, with masses of drunk folks, no thanks... butterfly",1,
99,@USER you lost me at 'you'. I guess he does have his flaws does not he?,1,
100,@USER And this is perhaps the crux of Hegel's thought. Other Hegelian aphorisms do not really mean much out of context.,1,
101,“@USER: Eleanor is going to Australia!” Gross,1,
102,"@USER it is a similar situation to namjoons to be honest, they apologised profusely and have made a point of improving and being less ignorant to those sorts of things so they do not have a repeat so I would not let that bother you too much if you want to get into them!",1,
103,"@USER If the situation is serious enough to warrant these comments, it would be better served by information rather then vague whining",1,
104,@USER draw your anger right now,1,
105,@USER well this one has one too i think it being mistakes but i am not sure,1,
106,"@USER I am not hating, I am just questioning, and my tweet was not even directed at you but you baitly indirected at me, err..",1,
107,@USER someone is already uploaded a video about the dlc your not the first @USER,1,
108,@USER Leslie - I was diagnosed with IBS and chronic ulcers over 20 years ago and nothing really helped and I just could not watch everything I ate. About 6 most ago a Dr suggested taking fiber gummies. This has changed my life. Thought I would pass that along.,1,
109,@USER I am just vexed because i thought you said you had 2 pages up a few days ago and i only saw one. Being all caught up on comics is burdensome,1,
110,@USER So true. Love your positive tweets my dear friend blue heart,1,
111,@USER It is only not a relationship thing if you cannot trust your girl,1,
112,"@USER @USER No, sadly. Most people die outside in winter cold.",1,
113,@USER Goats cheese!! For valentines. man facepalming,1,
114,@USER might you be speaking about Teresa? Hahaha,1,
115,"@USER I really miss your heavy side. There is a ton of shit to pissed off about; and no, I am not asking for SYL.",1,
116,@USER Not peaceful but peacefool and fucked up,1,
117,@USER This and the blue MAGA hats are the dumbest ideas. Why are Dems choosing to follow the Republican madness? These people are no better than the ones they have been condemning the last 4 years.,1,
118,@USER Seriously? That is so chlidish...,1,
119,"@USER I feel he should not be wearing anyway, not because of his gender but because of his age.",1,
120,@USER But lots of people are hard up or one parent families. Is not it more down to gang culture and easy money from drugs? Why is it everybody’s fault other than the perpetrators? Why are the black community letting this go on when they are the ones suffering?,1,
121,@USER Magnesium bis great but too much magnesium pushes down your sodium level. I used to take 1500mg a day as i had debilitating anxiety. But when i met my holistic medicine doctor and did hair metal testing she said i have been taking too much magnesium then needed which pushed,1,
122,"@USER Yeah man, or worse Internet Explorer!",1,
123,"@USER I threaten to punch kittens unless a ransom is dropped at my door. Same thing, really. [Hashtag]",1,
124,"@USER You will probably get the flu, but mildly, but you will be safe from a bad case.",1,
125,@USER Fuck me face with tears of joy face with tears of joy face with tears of joy face with tears of joy,1,
126,"@USER Sick of the little shits who attend the school, perhaps.",1,
127,@USER wow negative nancy loving the positive energy!,1,
128,@USER Not so hard to be dead-on when you stick to stating the bleeding obvious.,1,
129,"@USER LOL, you do not?! How in the world can you not listen to that with your hood LBs?!",1,
130,"@USER whoa, you are only two years older than me? I will be 20 in March!!",1,
131,@USER @USER You have probably found it and lost it because you did not know what it looks like on the outside,1,
132,@USER do you do anything but change schedules?,1,
133,@USER you are an utter mentalist with the brain of a goat and the gambling instincts of michael chopra,1,
134,"@USER ....make his clock run fast, or have a chalk write a threatening message on the chalkboard.",1,
135,@USER because people of kashmir are suffering. You r living a normal life.,1,
136,@USER Girls make sure you are giving her everything while they be flirting with all the boys,1,
137,"@USER Sorry, why only guys ? What about the girls ? )",1,
138,@USER Cannot believe all the dumb comments you make sometimes. What did Scott say wrong? [Hashtag] [Hashtag],1,
139,@USER I Am disturbed by both of you so clearly the perfect fit face with tears of joy face with tears of joy two hearts,1,
140,@USER I like your art and your tweets Do not sell yourself short And no I am not hitting on you. I just find you interesting,1,
141,"@USER But, then, sir, with all due respect, you also invaded many territories. This one included. The Arabs, I mean folded hands",1,
142,@USER That is just retarded!! :(,1,
143,"@USER [Hashtag] IN EGYPT...DO NOT YOU HAVE MUCH MORE IMPORTANT THINGS TO BE FOLLOWING? ""REVOLUTION COUP"" Really Big Brother!",1,
144,@USER why when any of you rugby guys run these comps is it always a male who you choose to win? Us females Love rugby too :),1,
145,@USER you should be careful of over training IMHO :),1,
146,"@USER You are part of the Icelandic ""we"", now. And we did pretty well. We should never have lost this game. Áfram Ísland! :)",1,
147,"@USER Meryl, you are going down a dangerous path - OBas the messiah?....LOL",1,
148,@USER do not speak death and negativity over yourself.,1,
149,"@USER they are kicking them out, we do not need them dumb asses",1,
150,@USER Because if we deport them they might get treated badly in their country of origin or we might upset people in the UK. It is the new way fella. The masses are easily offended winking face,1,
151,@USER but you get to see all your Vicksburg homies [Hashtag]?,1,
152,@USER I take it you do not follow this football thing?,1,
153,"@USER actually, 40% of our happiness comes from intentional activities. There is a lot we can do to increase our happiness.",1,
154,@USER Why yes. I will have some. Love it. Bwahaha!,1,
155,"@USER Please if you write these reports, check your spelling! It is materially",1,
156,"@USER If this original, take a bow.",1,
157,@USER fits since we are all screwed in the A$$ now with no Vaseline sad but relieved face sad but relieved face,1,
158,@USER Momo tw3ems face with tears of joy face with tears of joy face with tears of joy sia,1,
159,@USER @USER I Am waiting for a Sakumoto moment smiling face with hearts red heart purple heart,1,
160,@USER It is okay do not hate on them. They are trained to speak like that and are probably not so educated to have a detailed conversation with you of reason.,1,
161,@USER This cannot be the real Mitt Romney. I know he would not say 'wtf'. Totally a breech of his religious beliefs.,1,
162,@USER @USER Wowwwwww did not even have the decency to name the murderer,1,
163,@USER That is the very reason I have a little guesthouse.,1,
164,@USER but is that really so bad?,1,
165,@USER that is lazy - just copying a tweet used all year and pasting it tonight. I expect better.,1,
166,@USER all he can do is say no....and laugh at you....and tell you you are stupid for even thinking that. ..,1,
167,@USER oh it is very possible!!,1,
168,"@USER ""Fewer"" not ""Less"", but good stat",1,
169,@USER damn 2 losses and pac still top 10,1,
170,"@USER if you like mainstream music, I guess so yeah",1,
171,@USER oi your pic is fucking sexy. All the best. LAD,1,
172,@USER Femboy/twink pegging?,1,
173,@USER who you trying to kid you are ass is still sweating out there,1,
174,@USER sorry I will not n hate being told I have to,1,
175,"@USER If you are trying to bulk up / get muscle, cardio will not help",1,
176,"@USER He are not shit, you deserve better",1,
177,@USER Know that you really know nothing at all &amp; you will be aight,1,
178,"@USER Sleep woth their boyfriends, that will show  them.",1,
179,@USER you are going to pick me up in Jupiter? Got about 30 bandwagoners in town already got their $50 cover fee.,1,
180,"@USER sorry to say this,but more and more you are starting to sound like Thony @USER",1,
181,Overrated - “@USER: If I had some benihanas right now weary face raising hands ”,1,
182,@USER Russian aristocracy in the 19th century: [in French] When is your name day?,1,
183,@USER I honestly thought you were going to put a misspelling here on purpose lmao,1,
184,@USER you talking bout Kaity lol,1,
185,@USER Co op or share dividends?,1,
186,@USER did you only tweet this so that folk knew you had at least one friend,1,
187,@USER moey pretty sure you have the $$$ to buy them :p,1,
188,@USER People make mistakes. Forgive and forget,1,
189,"@USER Oh dear Eamonn, I am really sorry to hear this. Sending lots of love and hugs today at this difficult time. I am sure you will make Ruth feel better every single time. heart suit",1,
190,@USER not sure which of those three is worse.,1,
191,"@USER no! your art is not boring!! you cannot take it personally! people just have their own shit going on. i have not been on twitter for five days! it is not you, it is us!",1,
192,"@USER What, no bailing wire?",1,
193,@USER correct me if i am wrong mate but appears you do not like rugby that much mate sorry mate just an observation mate,1,
194,@USER Instead of believing these things start your day by offering Fajar prayer and ask for God's help.,1,
195,"@USER probably because you describe it wrong Valerie. YOU have a Charlie horse, not a pulled muscle. Drink OJ.",1,
196,@USER you should go to the baby shower. This way you do not have to watch the Seahawks destroy the broncos,1,
197,@USER is this even the real Tasha? Pic does not look very professional.,1,
198,@USER I know I do this every day but just looking at this stresses me out hot face,1,
199,@USER Is there an ideal way that a man can approach you in a non-sexual way?,1,
200,@USER you are thick with or without the pants ;),1,
201,@USER Oh.. yeahm i noticed the redhead around him lately... meh.,1,
202,@USER this feels like a shounen manga description of a frog,1,
203,@USER Sorry... Did you just use the hashtag [Hashtag]?,1,
204,@USER I like the [Hashtag]. It makes you look classy,1,
205,@USER if the people are listening to the music does the artist really have much to complain about?,1,
206,@USER Please tell Skin to shut the Hell up. He is not funny!,1,
207,@USER Oh has Marston gone drinking again?,1,
208,"@USER i am in YOU.S. so mid afternoon here but, goodnight juju.",1,
209,@USER I do not like your attitude. Do not fuck with me now. I might be carrying.,1,
210,@USER The fuck you talkin' 'bout?,1,
211,@USER Skip episode 9 if you want to avoid another gay moment that looks stupid,1,
212,@USER Tweeting this after your previous tweet makes things sound almost suicidal.,1,
213,@USER says the registered sex offender..,1,
214,@USER who dem fine dudes are??,1,
215,@USER *Drake* is what you mean lol,1,
216,@USER Any stuff for sale?,1,
217,@USER I think spending more time on the practice table might be more beneficial?,1,
218,"@USER I know, 'our worst fears realised are our greatest opportunities in disguise' helps me to see things differently.....",1,
219,"@USER Agreed. I am finding it a little sad how easily angered I get by discovering some people I know are on the ""other side.""",1,
220,@USER why you got to leave me !? [Hashtag] [Hashtag] [Hashtag],1,
221,@USER You know the drill my friend. You let me know when it is safe to follow you again.,1,
222,@USER You have to be fit.. D:,1,
223,@USER YOU sure you not gay?,1,
224,"@USER So is he named after both Zordon, and Falco Lombardi?",1,
225,@USER F**k Off - Surely you mean the Kent Popular Liberation Front or the Kent Peoples Liberation Front?,1,
226,@USER Please do not ever confuse the DNC with progressives or socialists or anarchists again. It is literally the most offensive thing I have ever seen you post. They are GOP-Lite.,1,
227,@USER omg It sounds so offending! I did not mean it in a bad way I swear,1,
228,@USER maybe she not sleep anymore.. 0 o,1,
229,@USER Okay. Be an atheist and become second rich after him. Your argument is lame.,1,
230,"@USER Dude, you are ON IT! Thank you!",1,
231,@USER i kind of want to do this but i am afraid of getting scammed…,1,
232,@USER Let us not act like voodoo are not real over there lol. It is real/real we just do not talk about it like that because our parents told us the stories face with tears of joy,1,
233,@USER I always thought that was a sign you were OLD and tired,1,
234,"@USER in before ""you just used [Hashtag] you idiot""",1,
235,@USER Maybe check the Internet for starters?,1,
236,@USER Unlike darling how am I doing so far hahaha,1,
237,@USER iPhone 4? Sad.,1,
238,@USER You creep through their bedroom window to introduce yourself? winking face,1,
239,@USER how is darling Kenneth? do remember me to him. ask him if there are any series you have done that he would be keen to have a series 2 of,1,
240,@USER I think maybe because your Pinterestnis quite personal to you? Pop in a few more helpful board for your niche and I am sure you will get loads more smiling face with smiling eyes,1,
241,@USER It will when you fucking with someone and catch that pack unamused face but I am not even sure why someone would not even want someone who everyone have not smashed yet. This generation so weird and fucked up,1,
242,@USER Depends on which country you are frm,1,
243,@USER should have got a QB or traded down.,1,
244,@USER @USER radio is by far the best Pandora station out there. But I am sure Gavin is decent too.,1,
245,"@USER It tracks, as she was an HRC surrogate in 2016. But there is no need to disparage her here. We knew she would endorse Warren, whom she aligns with and shares a state with. Let Us not give ammunition to our enemies who are already hard at work manufacturing our surprise &amp; outrage.",1,
246,"@USER Brioche is French for ""Charge $9 for this roll. No, $12. Fucking Americans will pay anything for French crap."" face with rolling eyes",1,
247,@USER @USER Aw c’mon! You know it is cute! :3,1,
248,"@USER Who are you a fan of, the Panthers?",1,
249,@USER it is not the airport it is the 23 january and it is disgusting to post it,1,
250,@USER it is all about UIUC!,1,
251,"@USER (from before) trading caravans, weapon factories, hydroponic farming, even farming in general.",1,
252,@USER you referring to the incident we had earlier?,1,
253,"@USER You do know that heated toilet seats have been around for a while now, right?",1,
254,"@USER basically what you are saying is women can, and most generally, become housewives [Hashtag]",1,
255,@USER This actually made me laugh face with tears of joy,1,
256,@USER Hey Ana it is Ben you think you can take my jacket tomorrow?,1,
257,@USER I have always had great service and respect from all staff at GP surgeries. I think you get what you give grimacing face,1,
258,@USER What happened to the marriage plans? face with tears of joy face with tears of joy,1,
259,"@USER Honest-to-god question about journalism: if you are not one of the first handful in your field to tweet about a topic, do you still have to do it? What is the requirement?",1,
260,"@USER That is like when Tech ""statistically"" had the best defense last season. [Hashtag] [Hashtag]",1,
261,@USER If you would have bought it you would have had a time refund.,1,
262,@USER I hate 1 time came bustin through ya crib like that what made you move,1,
263,@USER i do not know if you noticed but it is not a very good show ww its just that massayoshi and goto saved it,1,
264,@USER Ah do not paint us all with the one brush winking face I am too busy with my own world than try to mess with someone elses see-no-evil monkey And I definitely do not feel sorry for singletons (there are times when I am quite envious - such as having to share my bedroom for the rest of my life face with tears of joy ),1,
265,@USER What about your diet? Food is medicine. Try vegan,1,
266,@USER LiL Brother is that possible? LOL just messing with ya! Enjoy!!!,1,
267,@USER Really? Please tell me you and your husband smoke gods real gift.,1,
268,@USER that is a little weird....cannot you wait till you get home?,1,
269,@USER @USER Escape is sometimes necessary but do not disconnect from reality as you leave yourself vulnerable to propaganda and coercion...,1,
270,@USER I know it is annoying but people cannot know from the start. You should approach your teachers before class and clarify it from the start. It is really helpful. ♡,1,
271,@USER bro nobody cares about keelby it is full of queers and gays,1,
272,@USER but your bio says tyler the latte boy lol sleeping face,1,
273,@USER You did not witness the bismils in university afterwards,1,
274,@USER You know if you bought a remanufactured one off Napa it would be like 2k... [Hashtag],1,
275,"@USER @USER Might be funny, if it was not completely inaccurate. Dumbledore fought the Ministry about Dementors and lost",1,
276,"@USER am sorry that it is pretty weird, but if You ever get that skint, You are so hot i would pay You for Your old worn tights",1,
277,@USER @USER Knowing is intelligence; Knowing yourself is true wisdom. Mastering others is strength; Mastering yourself is true power.,1,
278,@USER False . Most privateers were slave traders . Captain Morgan was a privateer not a pirate. Most private crews contained liberated slaves .,1,
279,@USER It is criticise NOT critique. Different meanings &amp; using the 2nd is wrong.,1,
280,"@USER misspelling embarrassing as ""embarracing"" [Hashtag] :)",1,
281,@USER @USER Not Cuba Cuba .. only frenchies go to Florida,1,
282,@USER I do not appreciate asian people using nigga in a sentence I prefer nigger :/,1,
283,"@USER ""Winning"" like Charlie Sheen was winning. Ha!",1,
284,"@USER I think relying on Twitter as an emotional outlet is very harmful. I mean, not deathly. But unhealthy",1,
285,@USER the neckline looks like my cat's ass after I shaved it. Who dresses her? [Hashtag],1,
286,@USER boy where are my tennis racquets??,1,
287,"@USER erm, naaaa. SOZ m8. Fuck da frog frog",1,
288,@USER You mean there is still people who watch SNL?,1,
289,@USER It was probably too filthy for the publication to print without blushing =p,1,
290,@USER why you look like pancho villa?,1,
291,@USER &amp; D who is Vedic but I agree with you anyway,1,
292,@USER Sooooo... does that mean a bitch IS one? (Sorry; could not resist),1,
293,"@USER But you are a midget, so you would have to toss yourself.",1,
294,@USER Oh PLEASE do not further tarnish Christmas music's reputation with a Trump association! Trump haters are listening too!!,1,
295,@USER I do not know girl Some men are just cunty cunts face with tears of joy if you are inclined to men I would go for the gamers that make you laugh they are keepers face with tears of joy,1,
296,@USER @USER revolutionaries break the rules!!!! APA is far too bourgeois,1,
297,@USER You should have sedation!!,1,
298,@USER You question implies that you do not. Is that the case or are you just stirring shhhhtufff?,1,
299,@USER hehe yeah i agree and so does tom lol [Hashtag],1,
300,@USER Does the Constitution not call them that?,1,
301,@USER are you a comedian irl?,1,
302,"@USER Good thing nothing happened. But the last part there, it is not easy.",1,
303,@USER That will be the day I never have to hear killing me softly again. Cannot wait,1,
304,@USER are not you tired of talking about the show? Lol i see people still talking about it and have no clue how...,1,
305,@USER The downfall of being a 10,1,
306,@USER you are young your boobs can still get bigger,1,
307,@USER @USER yeah but Sanders and all of his supporters are sexists.,1,
308,"@USER A momentary lapse of reason, or, you hate yourself and want to commit suicide because you cannot figure out where the little dolphin's fucking head is supposed to be in the 1000 piece puzzle you decided to kill yourself with. slightly smiling face",1,
309,@USER The world is a sad place if that is your metric.,1,
310,"@USER Hey Ken waving hand My community values being supportive and kind, as well as enjoying entertaining game play/chats. I am currently a small streamer. So all I am looking for are viewers who are looking to become family open hands Come have a look and chat if you are interested. I am currently live smiling face with smiling eyes",1,
311,@USER Why are you working so hard? To gain followers? face with rolling eyes,1,
312,@USER thANK YOU very much but my music taste is ATROCIOUS,1,
313,@USER You calling them boys. No wonder. man shrugging medium-dark skin tone,1,
314,@USER Aw... are you talking about me? I am sorry.,1,
315,@USER your slacking with us bbyyy x,1,
316,@USER Sharing is caring !!,1,
317,@USER Why no girl on girl oral? Exchange numbers? Keep in touch? Ever go further with another?,1,
318,@USER sorry. I did not mean to do that to you,1,
319,@USER Up late texting fuck bois? Lol,1,
320,@USER it is just an illusion ha Jk HUTCH,1,
321,@USER have ya tried yoga?,1,
322,@USER Bro i thought you said iCarly,1,
323,@USER This sounds like some South Indian wishing congrajulations,1,
324,"@USER I added you after Mike Littmans reccomendation, But basically you are a Twitter link spammer, right ?",1,
325,@USER he is probably wanking over it,1,
326,@USER It is my goal to lend and borrow with fixed-rate and fixed-term using [Hashtag].,1,
327,"@USER I am so sorry. I was there a few months ago. It is a sad and scary place. I find empty parks a good place to walk and cry. I hope you can find a safe, comforting place. Have you talked to a Dr or therapist? They do want to help. Sending hugs to you.",1,
328,"@USER Funny story. My Dad was from Oklahoma. He used to torment a NY transplant neighbor of ours every time the sky went greenish. ""Time to make disaster soup!"" Yeah, it is definitely time to make disaster soup!",1,
329,@USER It is that old age old woman medium-light skin tone,1,
330,@USER that is why you are fat,1,
331,"@USER My brain does not do that; so be careful , if you are assuming everyone is brain does that. I think I have followed a thread about Chinese parents. Maybe it is a conditioned reflex?",1,
332,"@USER ... into 2nd spot, still 8pts behind The Mighty Reds having played one game more :p",1,
333,@USER p.s. please tell aled to change his tumblr theme. if he wants to follow porn that is fine but we do not need to see it. :--),1,
334,@USER @USER the dominant male would be a Kingacrew! The mating ritual: Kingascrew.,1,
335,@USER Do you not like the band. I suppose they are irish,1,
336,"@USER shutup, do not raise this question atleast on teacher's day, Guru ko koi is nazar se nahi dekhta...",1,
337,@USER well you could do lesbian porn i like that WAAAAAAAAY more then normal porn and i think you would like it to,1,
338,@USER they were probably being sarcastic,1,
339,@USER At what time of the night do you put it exactly ? And why is it 12am exactly ? slightly smiling face,1,
340,@USER Gulab jamun literally smells like diabetes and elaichi,1,
341,@USER respect for this achievement Curtz,1,
342,@USER Bob you dislike foreigners but your girlfriend is russian..,1,
343,@USER TF is it with you and slavery today? Haha,1,
344,@USER Excellent point but I doubt if they have the guts to do it. The executive are scared of the sf dirt,1,
345,@USER and sing to the world the color of my cat lol [Hashtag],1,
346,"@USER BEHIND OUR BACKS? Honey, he is openly flaunting it in our faces pouting face face with symbols on mouth , 4 years and counting.",1,
347,@USER *pets your hair* hey :),1,
348,@USER No one cares.... confused face,1,
349,@USER I make act the fool but I will never be taken for one!!!! Get it right lol winking face with tongue squinting face with tongue,1,
350,@USER she is so weird it is funny,1,
351,@USER Keep it low resolution. Otherwise you will probably lose viewers winking face,1,
352,@USER have you tried switching to spring water or bottled? She may not like a chemical in the water.,1,
353,"@USER but then again... you aare too, right?",1,
354,@USER Jack's a fool but you will get through it everybody does,1,
355,@USER YOU be up all night...I thought my sleep cycle was bad,1,
356,@USER from IMDB: 'A mousy governess who softens the heart of her employer soon discovers that he is hiding a terrible secret.' Yuck.,1,
357,@USER you were offended ? It was just a question.,1,
358,@USER Just wondering.. What is with you and eyeballs??,1,
359,@USER oh take some drugs and suck it up Chels! Lol at least you are not homeless!,1,
360,@USER same here r you a dude jus wondering but yea I love them and friend thinks I only like them well she has no clue,1,
361,"@USER It is simple, use your common sense",1,
362,@USER you did not tag me and same thing,1,
363,"@USER @USER Please do not say anything about Syeds, They will cast a spell on you or curse you squinting face with tongue rolling on the floor laughing rolling on the floor laughing",1,
364,"@USER well I am old time butch married to femme but I have dated butch too, never ever judge a book by its cover , read first:)",1,
365,@USER yuck!! Clammy hands.. Disgusting :/,1,
366,@USER maybe you should eat breakfast [Hashtag],1,
367,@USER *puts head in noose*,1,
368,"@USER I would encourage you to go to the Dr. &amp; get checked out. You have not been hiking in the woods &amp; got a tick bite, have you?",1,
369,"@USER I think you have inflated that number. Especially since “they” tell us we will not have the antibodies after getting covid, but somehow a useless vaccine will help! Give your head a shake!",1,
370,@USER yu are not doin shit lil nigha,1,
371,@USER did not realise you can unfollow yourself AK,1,
372,@USER a furry who does not like furries? ^^,1,
373,"@USER WTF, they are as Scottish as shortbread and haggis. No excuse4not knowing that as they were formed 15 years ago [Hashtag]",1,
374,@USER YOU mean staring at pipettes & doing same thing over & over for 10 yrs is not fun??!,1,
