,tweet,label,include
37,"@USER while I find that comment pretty hilarious, where was that joke 15 years ago when it would have been topical? @USER",1,
38,@USER agreed. But have you tried the pistachio almond? It is heaven on earth. Literally. An icecream portal.,1,
39,@USER well he is got guts ill give him that.,1,
40,@USER however wait untill you have to wash up n make your own food.. Then mommy will be on your mind lol,1,
41,"@USER It tracks, as she was an HRC surrogate in 2016. But there is no need to disparage her here. We knew she would endorse Warren, whom she aligns with and shares a state with. Let Us not give ammunition to our enemies who are already hard at work manufacturing our surprise &amp; outrage.",1,
42,@USER All negative energy must be stopped is what I would say. sparkles,1,
43,@USER How many of Greece’s islands are Covid free?,1,
44,"@USER the hair that grows on your body serves a purpose. Not allowing our to grow is actually more unhygienic, ask your obgyn.",1,
45,@USER do you need an adult nappy?,1,
46,@USER do not speak death and negativity over yourself.,1,
47,@USER She is still pretty awful... lol,1,
48,@USER So ER docs should not have any problems then? We are constantly reminded of this.,1,
49,@USER and wus that....knockin out bitches lls...... I heard you the knockout king [Hashtag],1,
50,@USER Of Course he does. He be stupid not to. You are Beautiful.,1,
51,@USER &amp; D who is Vedic but I agree with you anyway,1,
52,@USER Who are you?? What do you sing? Being nominated for a grammy is better!!,1,
53,@USER @USER Dry farts are waaaay better than the alternative. At your age this should be words to live by winking face,1,
54,@USER That is going a bit far is not it?Sure not a fan I am not either but you should not wish death on anybody.It comes back threefold,1,
55,@USER surely interesting increases proportionally in relation to bonkers. Unless interesting is replaced by interesting-to-my-client...,1,
56,@USER Espresso is calm down juice? Wth is sleeping? Double shot?,1,
57,"@USER Seems like self oppression really, if they cannot accept you they arnt real friends, it almost seems like you value external acceptance over self acceptance which should not ever be a thing",1,
58,@USER That is great but true charity does not need to be broadcast ;),1,
59,@USER stretching good but creaking bad :-( [Hashtag] Pmsl x,1,
60,@USER The rest of us learned that 3 days ago :P,1,
61,@USER Oh yah? Some beautiful S Augustine to-sing-is-to-praytwice stuff out there. Most transcendent beyond music Costner's love poem,1,
62,@USER do you ever sleep lol,1,
63,@USER Come here to me and I will make you feel good face blowing a kiss,1,
64,"@USER Complain all you want, but remember there are those of us who could not even get to PAX this year... :)",1,
65,@USER Shhhhhhhh it is secret then you post it on twitter. Twat face with tears of joy face with tears of joy face with tears of joy,1,
66,that awkward moment when @USER spells favorite wrong and I awkwardly mention her even though I do not know her...?,1,
67,@USER I know it is depressing but we should be happy for him two hearts,1,
68,@USER Why no girl on girl oral? Exchange numbers? Keep in touch? Ever go further with another?,1,
69,@USER It is that old age old woman medium-light skin tone,1,
70,@USER I did not say it was bad? I just said there was a lot more.,1,
71,"@USER rumors are like the common cold...no matter what you do to kill it, still comes back and makes us sick [Hashtag]",1,
72,@USER Give them the benefit of the doubt; Twitter is not the real world. Root,1,
73,@USER @USER and we know in football white players can only b compared to other white guys and blacks to blacks.,1,
74,@USER Trust me the feelings mutual!!,1,
75,@USER In the light of recent events. That is probably a celebrity's favourite fantasy eh? [Hashtag],1,
76,"@USER Mandy I love Ya,love Ya and appreciateYa.I just do not get Butt Sex.That is nasty.I do not want my wanger near where poop comesout",1,
77,@USER get a dog put it in your garden see how they like it,1,
78,@USER You probably got a drug problem if you even have to ask that.,1,
79,@USER My 16yo ass saves up all the money I get and works as much as possible and still cannot afford much traveling :(( BUT at least I get to travel a bit!,1,
80,"@USER Raindrop, drop top coach rule needs to stop stop",1,
81,“@USER: I am getting sick”verysick,1,
82,"@USER Do not speak, I know just what you are saying. That is bananas...b-a-n-a-n-a-s.",1,
83,@USER If you are looking for effective and targeted workouts that you can do without equipment I would definitely recommend checking out the Fitness Blender YouTube page. They are got tons of great workouts you can do from home :D,1,
84,"@USER Hi hungry, I am Megan.",1,
85,@USER That sounds like a pleasantry,1,
86,@USER I think it is nothing wrong with people asking for the reason. That award show is really big. The date was fixed months ago. Fans hope to see him attending this award so they spent like almost a million baht to vote for him. It still suprised me though that he cannot attend it.,1,
87,@USER Get I grip of your life.,1,
88,"@USER Rambo lol,you sure told me ,and yes I do prefer football,oh and I am judging, did not you start by saying rugby players are pricks,[Hashtag]",1,
89,"@USER Its a few that is better, but you top 5 frfr.",1,
90,@USER Glad your time as a devout Christian taught you some cool bible shit. Remember the good old days? face with tears of joy,1,
91,"@USER Psst..she would have to have one first. When is Milania going to be on? I feel she is a ""scotch on the rocks"" kind of kid",1,
92,@USER I tend to agree with you there. e.g. the whole 'I am Not Amused' betting was cringe worthy.,1,
93,@USER what do you know you like justin beiber&lt;~~~ASSHOLE,1,
94,"@USER Its blasphemous to spell the word starting wit a small 'g' it should always start with a 'G' as in 'God', juSt me saying",1,
95,@USER yeah maybe keep your mouth shut grinning face,1,
96,@USER Not unless you give a quick flash face with hand over mouth rolling on the floor laughing,1,
97,@USER You forgot Covid19.. it vanished or what? thinking face,1,
98,"@USER Even if it is a good thing, it is not confirmed by any means &amp; we should not blow it out of proportion any more than it already has been, I would find all this very uncomfortable &amp; pressuring if I were him &amp; his gf.",1,
99,"@USER @USER Might be funny, if it was not completely inaccurate. Dumbledore fought the Ministry about Dementors and lost",1,
100,@USER Umm... maybe if she felt confident in you without fear of you judging her for her opinions she would have given you her twitter ...,1,
101,@USER I guess if you believe POC cannot take care of themselves w/o govt intervention it makes sense?,1,
102,@USER I am so sorry you feel this way. I also think the LGBTQ+ community could use some more support from the black community,1,
103,@USER I missed the debate. Did someone say medicine was an exact science yet?,1,
104,"@USER Rejection is powerful. ""It feels good to hurt people.""-Ted Bundy",1,
105,@USER clapping hands clapping hands clapping hands there you go,1,
106,"@USER cute shbaby, aggro does not matter anymore sweetie it is okay xx",1,
107,@USER The fuck you talkin' 'bout?,1,
108,@USER have you a link to you are vip page mate,1,
109,@USER The knowledge—that there is something extraordinarily right with humanity—is what most makes us human: not what we are but what we know about what we are. Fixed it.,1,
110,@USER Why not? Do you want to know how much I spent on my Euro backpack trip? [Hashtag],1,
111,@USER All your hard work paying off sunshine,1,
112,"@USER I do not think you can get pregnamt from BJs, lol",1,
113,"@USER Cmon man , you do not need a personal trainer for this , you have got this on your own !",1,
114,"@USER My apologies madam. Did not mean to offend with my response. I teach self defense. Our group, which includes women, reviewed that video and we all landed in the same spot meaning we all felt there was a strong possibility that it was staged. Just an opinion. Again my apologies",1,
115,@USER I have a sweet five-pointer off the bench. You?,1,
116,@USER me? I made one retweet about being a vegetarian!,1,
117,"@USER May be a stupid question, but are you in Spain then? Thought you were in the South-East of England - no idea why though :-/",1,
118,@USER Has there been trolling by anyone? Asking because of series of tweets.,1,
119,@USER did you have to put [Hashtag] in as a hashtag,1,
120,@USER because you have an iPhone 5,1,
121,@USER I feel like you are having a bad week.... hope it gets better! Lol,1,
122,@USER I never got my care package : ) or saw the pantaloons.,1,
123,@USER I am new here...but I thought twitter was a place to meet new people and talk. Block and offend you seems a bit too rude.,1,
124,@USER what is wrong girl want to talk about i am all ears,1,
125,@USER are they just your pets Matthew or do they serve a purpose??,1,
126,@USER I do not think you would like my answer...in fact I am not sure why I responded. Also he is too busy to do a pilot and SV's finale..,1,
127,@USER with all the excitement of facing a weekend shopping and hanging out with girlfriends? [Hashtag] [Hashtag],1,
128,@USER Sir looks like you are in a bad mood today... YOU have been rambling from morning... What happened?,1,
129,"@USER I do not mean to be rude. I you had left him, you take half, if you divorce you take half. Just curious about need for prenup",1,
130,@USER so you eat then everyday?,1,
131,"@USER haunting performance//Tacky, too, because it elicited cheers, whereas in the film,the girl she is portraying is slain by Nazis.",1,
132,"@USER sorry, but papa john's is better beaming face with smiling eyes beaming face with smiling eyes [Hashtag] person tipping hand",1,
133,@USER I totally respect you Mark. Remember that asking questions is about people trying to understand. We should never give people are hard time for trying to understand.,1,
134,@USER Would you even want a visit from him :P,1,
135,@USER sure there is....having 4 of them do it!!!! =),1,
136,@USER A bit weird- especially the bit about Lowe's- they caved in to ridiculous bigots about that show depicting Muslims as normal.,1,
137,@USER maybe they do not see you as you are such a skinny fella! :-p,1,
138,@USER haha i bet it was not real champagne probly sparkling wine haha poor man,1,
139,"@USER Is not it ""who is""? [Hashtag]",1,
140,"@USER Perhaps narcissism is a harsh word, but it is interesting that eating disorders are a recent phenomenon, is it not?",1,
141,@USER She probably knows what the AF means but is going along with the game. face with tears of joy,1,
142,@USER @USER Liar Do not get me wrong some where go but not all,1,
143,@USER Is it me? Or is there a pattern with you and that kind of people?,1,
144,@USER that is true and sounds creepy just letting you know,1,
145,"@USER Their probably mad cuz every amateur in the game who got a Lil motion in the game act funny and high power as fuk. Like their 2 good to spread the love. Music used to be each one teach one, now you niggaz want all the lime light fa yaself. We all here temporarily. Help others...",1,
146,@USER at least the pantyhose keep your legs and feet warm right?,1,
147,@USER I read your tweet and had a sad thought: some people would abuse their spouse for getting the “wrong” pack in that situation.,1,
148,@USER coming from a junk ball pitcher with a 45 mph fastball.....,1,
149,"@USER Companies will not change products drastically always; that would be risky, and also they innovate within available/affordable tech",1,
150,@USER But...you do not look like Velvet...you look scarier! D:,1,
151,"@USER ""Mum, my phone is broken.""",1,
152,@USER Send them on the bus...,1,
153,"@USER been there, done that and got the scars to remember Iraq, How is your Army? lol",1,
154,"@USER it is a hashtag. cry about it, it is literally nothing compared to what those blonks did",1,
155,@USER You might be pregnant :-),1,
156,@USER Coldplay and Booze. Aah what a combination. Congrats on the medical cap'n.,1,
157,@USER some one has had a beer!!,1,
158,@USER Start banking prayers right now.,1,
159,"@USER Well done thumbs up Please do a ""Short and precise tweet"" on this subject in Urdu and regional languages too.",1,
160,"@USER Bro on some rs, it is all because YOU ARE GARBAGE...sorry not sorry.",1,
161,@USER @ me next time Brad,1,
162,@USER Would not it be a cool thing to hear the candidates in a debate before we start picking the ticket?,1,
163,"@USER Usually, I would agree with you. However, what do you think could possibly happen if Jacob Zuma contracted Covid19 and passed away whilst in jail. This is not far-fetched considering age, health. Has anybody worked out those permutations yet of what the fallout could be?",1,
164,@USER that is not what the song is called or a lyric in it,1,
165,@USER struggle is only a minor setback ma,1,
166,@USER 1st everyone NEEDS Jesus Christ smiling face heart suit,1,
167,"@USER Praise God, may He continue with you",1,
168,"@USER Well you must not read comics or know things about super nerd stuff, the folks DC made the movie for. No Commoners allowed!",1,
169,@USER so you mad?!! It was not that serious I was just playin but I will gladly SHUT THE FUCK UP!!!.... [Hashtag] :-),1,
170,@USER 90% sure that is racist......,1,
171,@USER and you are also a pussy bitch who lives in hollister xD,1,
172,@USER Lol you had Mother’s Day leave this Sunday alone,1,
173,"@USER Someone stated that 21 is actually top tier now...., were they being sarcastic?",1,
174,“@USER: i am gorgeous” anxious face with sweat,1,
175,"@USER true but real numbers are not ""real"" like, words are not ""real"". they are symbolism for real ""real"" things.",1,
176,@USER Up late texting fuck bois? Lol,1,
177,@USER Your dad wants YOU to date nice guys not abusive monsters who kill their own fathers.,1,
178,@USER Jessica is the whitest name I have ever heard,1,
179,@USER depends on what is all getting done babe,1,
180,@USER why the hate? Average down for sure. Seems to be real good every other year. But still 14 homers to lead the team at SS. Not bad.,1,
181,"@USER Sick of the little shits who attend the school, perhaps.",1,
182,@USER You know what YOU doing,1,
183,"@USER @USER The this is a tweet that should only be about they are disregard of the covid-19 law. I myself am a gay man from a similar type of family. Do not slander you are family like that. All love approval, and understanding has to start from within you, bring your family closer to you.",1,
184,@USER this is without a doubt .. the worst pick up line ever raising hands [Hashtag] [Hashtag],1,
185,@USER 91% males and 9% males lying,1,
186,"@USER Gurl, when I worked at a bank in a Kroger, there was forever birds in the store and those fuckers went straight for the salad bar. Sometimes workers saw them, sometimes not. Sometimes they swapped the food out, sometimes they did not. Mostly, they did not.",1,
187,@USER it is about the same as wii fit and eating a double cheeseburger.,1,
188,@USER got to have a boyfriend to have a husband face with tears of joy face with tears of joy,1,
189,@USER If their from florida then probably or just crazy since that seems to be the norm there,1,
190,@USER Call me when you get up Sexy 985-514-8399,1,
191,"@USER No doubt about it, this is the scary part. But think of how far you have come. You seem pretty young, so I see great things in your future",1,
192,@USER Wait... so lo lo was working for the Japanese at that time?,1,
193,@USER thanks admin great help. It is because that is the year the RP is set in.,1,
194,@USER is it me? lol,1,
195,@USER Why not have both? rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,1,
196,"Er, why would they seek to influence an exit poll? Muppet. RT @USER Tonight’s Exit Poll brought to you by the Conservatives.",1,
197,@USER So we see you as an RSS sewak soon?,1,
198,@USER I do not know of any constituency which has been won with a 1 majority. It is just hard luck if you are taken ill after the legal deadlines.,1,
199,@USER hahaaa wow. That is totally not racist. What prompted those words,1,
200,@USER Good for you for raising them right Michelle smiling face !! Keep up the good work as a Mom! Hope there is a good father figure in the picture? Both are important!,1,
201,@USER you are so fucking retarded.. LOOOOOL is that your sick voice?.......,1,
202,"@USER ""did not want Kuyt"" behave! get behind your team.",1,
203,@USER Do not wait. Just do it.,1,
204,@USER nah he not .. He sound hurt and childish,1,
205,@USER There is a button to unfollow on Twitter. you can maybe ummm use that. YOU r welcome.,1,
206,"@USER By The Way, i follow no religion. I read the book like a regular book. I see it differently than most folk because of the way i read it. Please take Noooooooooothing i say about religion, it is gods or practices as defending my religion and god cuz I am not.",1,
207,@USER Ooh you have gone a little bit David Icke there.... be careful or the lizards will get you face with tears of joy,1,
208,@USER hahaha yeah they sure showed you by getting all butthurt over it,1,
209,@USER Do not say she is well spoken because that is how white people pass judgement on us. She is suppose to talk like that. I know she is a smart young lady with a lot of respect.,1,
210,"@USER Almost no one. Sam you are massive, and not in a bad way.",1,
211,"@USER wow now people need know you are shit on this great thing to post kind of like on "" vacation - to -"" please come robe me lol",1,
212,"@USER this is why your brother beats you at the game, he does not stare at a++++ booty",1,
213,@USER naks....HUTCHERSON!!! :3,1,
214,"@USER ""Learn to physics"" - Ummm, how exactly do you 'physics'? You should ""Learn to English"" before you criticise @USER",1,
215,@USER sounds like something nate would say.. Its really not hard to move on.,1,
216,@USER That Is never a good thing :( - hit the wine and the chocolate!,1,
217,"@USER you are right, you are fat and out of shape face with tears of joy waving hand medium skin tone",1,
218,@USER Why you be on that Gay shit.. YOU tripping my nicca.. [Hashtag],1,
219,"@USER oh grow up, do you know how many children are killed everyday? just because it happened in the USA suddenly everyone cares?",1,
220,"@USER Lol... Not demons, just grown up, intelligent, rational humans. [Hashtag]",1,
221,"@USER Those bastards have Burger King, but Kyiv does not? Think I might go to war on my own...",1,
222,"@USER one benefits you, one benefits many others. but I do not know, I do not 'do' 'lent'",1,
223,@USER you can lay down in mi....nevermind,1,
224,"@USER He was a delusional coach as well. ""Dee Milner will be the next Darrelle Revis"" lol yeah right Rex!",1,
225,@USER *sits down beside her* Can I talk to you?,1,
226,"@USER Cheap is not about features, its brand, a well established brand with a rich history of reliability in its segment. 62% of Smartphone profits are won by Apple with Samsung getting a thin 17% slice. I use Android but boy, Apple inc. is light years ahead of Android. Will always be.",1,
227,@USER @USER You will with that attitude,1,
228,@USER I make act the fool but I will never be taken for one!!!! Get it right lol winking face with tongue squinting face with tongue,1,
229,"@USER If one is this easily “insulted” they will have a hard time- The medical industrial complex is so corrupt, if you let what other people think bother you it will be very difficult to survive. I changed my name, then I got divorced and change it back NBD",1,
230,@USER I am too lazy to misgender... *pat pat*,1,
231,@USER put weight on have we? Lol,1,
232,@USER What else do you shave with it? zany face rolling on the floor laughing,1,
233,@USER hating everyone does not mean your life sucks... or maybe you Just prefer zombies or massive floods.,1,
234,@USER If it happened why would you turn your back on Bayley? Not trying to offend you or anything but if you were a fan of Bayley then you would not turn your back on her. Bayley said in interviews she wants the full experience which means turning heel.,1,
235,"@USER At the risk of sounding like a capitalist bastard, why not sell them? You do not have to gouge people, just charge a little more than you paid for the item.",1,
236,"@USER hey! CK fan from India, are you an Paki-Birt or an Indian-Brit?",1,
237,"@USER hearing a lot of ""can'ts"" coming from you lately mr.H",1,
238,"“@USER: I am so looking forward to The Puppet Game Show on BBC1, it looks bloody brilliant!” Well it is not. It is Crap. :(",1,
239,@USER a healing bacon would cost millions,1,
240,@USER The part where the doctor will run a test call hormonal assay...why not use the doctor will order the test instead. Make una the give us medical laboratory scientists small credit too bcos no b doctor the do test.,1,
241,@USER no. Why pay for ms encarta when wikipedia is free?,1,
242,@USER It is what ever you feel like doing bro,1,
243,“@USER: love will remember &lt;3 [Hashtag] Justin Bieber” nooo please do Justin's songs not selena [Hashtag] Justin Bieber,1,
244,@USER did not realise you can unfollow yourself AK,1,
245,"@USER Better see a doctor, bae. That is not good at all.",1,
246,"My bad... Lol... “@USER Ever since i have been on twitter, I have avoided having porn RT'd into my tl until today. I am NOT pleased!”",1,
247,@USER You seem to be upset about your situation... why not leave? Just saying...,1,
248,@USER You are 0-for-2 in NFL rules today. [Hashtag],1,
249,@USER Living in the past. Let us please move on.,1,
250,"@USER @USER If you need to do good with an intent to fulfill your expectation of getting back good, what you are doing are not good anyway.",1,
251,@USER give it ten minutes then you will be respectable,1,
252,@USER May God save women from the Abrahamic religions.,1,
253,@USER This is where you find out if you are FGC or a DBFZ player. I go where the competition is at face with steam from nose if strive are not your thing you can always try KOF or something thinking face,1,
254,@USER why you got to leave me !? [Hashtag] [Hashtag] [Hashtag],1,
255,@USER who is the chairman of TNA?,1,
256,“@USER: I hate when Spanish girls act black” subtweeted @USER,1,
257,"@USER No. The guy who got bludgeoned by Roy Jones, jr. [Hashtag] [Hashtag]",1,
258,@USER So Beamie I have a riddle for you. I turned on the Keurig machine. Put in water and coffee thing. Hit BREW and walked away for a minute. What did I do wrong??? Answer: Forgot to put cup under there. Bout peed my pants laughing while I cleaned it up. grinning squinting face,1,
259,@USER Go for it baby girl sleeping face thumbs up grinning face with big eyes rose,1,
260,@USER you still are not over that block?? smirking face face with tears of joy,1,
261,"@USER I guess you did not buy them,it was a gift",1,
262,@USER do they cut into your legs at the top? Only thing I do not love about my zoot ones - and they are ugly.,1,
263,@USER Would using something like Tweetdeck to schedule posts help? thinking face,1,
264,@USER I want to do it! I love that ;),1,
265,@USER Is it me or does the last sentence read as though Trump cares?,1,
266,@USER go dancing or dining and having a ball.,1,
267,@USER Get me some to please smiling face with smiling eyes,1,
268,@USER still a better love story than fuckin reddit,1,
269,@USER how do you think it feels to get our trust cards taken away (; just kidding though... [Hashtag],1,
270,@USER I have always had great service and respect from all staff at GP surgeries. I think you get what you give grimacing face,1,
271,@USER how does that warrent an eqnz tag?,1,
272,@USER I think I would rather have a man hit me then verbally diminish me because One of those things is easily forgivable and you will keep forgiving them until you absolutely do not have anything left. It is usually prolonged,1,
273,@USER but do not you have 5/4 they have noticed you a lot more than you think they have..,1,
274,@USER I was having a good time reading it and you decided to leave us on read I was happy and in it that I did not want you to end it there because it was intriguing ! Cannot wait for the next part take rest boo purple heart,1,
275,"I love @USER young, dumb, and full of cum. who is his girlfriend though? lucky bitch.",1,
276,@USER how about you just show me how to read them and I Venmo you $13,1,
277,"@USER Ok. You have obviously zero knowledge about the GD, emo, hippies, or music. Nobody does, did, or could do what they did. Absolute phenom. Bluegrass, country, jazz, rock, acid rock, blues, cajun, etc etc etc. Thanks for chiming in though.",1,
278,@USER that title reminds me of friday by rebecca black...,1,
279,@USER Always thinking of your audience. Good for you!,1,
280,@USER The Taliban does not control those fields. The CIA does,1,
281,@USER i did high jump at school and only ever cleared like 1.78m lmao i am 1.92cm myself,1,
282,@USER yooo those retweets were all satire haha.,1,
283,"@USER Hello there. I have a lot of respect for your opinions and scholarship, but I do not think this is true. Chomsky denied the applicability of the term “genocide” to the conflict, but he never denied the brutality that was taking place, nor the horrors of the war.....",1,
284,@USER ouch! no more good deeds for me today! :-p,1,
285,"@USER You should not judge, maybe she got caught underneath her van and had to use those flip flops to help her up a hill [Hashtag].",1,
286,"@USER I mean, you are a multi muse female account :3 I am not that surprised you are up that high",1,
287,@USER Quite sad to see that a room full of journos &amp; not one of them had the balls to ask Jose about his treatment of Eva Carneiro.,1,
288,@USER sounds less like a panic attack and more like a sudden drop in blood pressure. (Nb. I am not a doctor or anything),1,
289,@USER Great thread. I do not agree with all but a lot of it.,1,
290,@USER That is the problem with Tea Party: All guns - Zero intellect.,1,
291,@USER He did not even have the decency to put it inside a brown paper bag? That is how folks on public transportation do it here.,1,
292,"@USER face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy . Ty, Buddy face with tears of joy face with tears of joy face with tears of joy . Ya do not walk up on a female lurring through a young adult book by herself face with tears of joy face with tears of joy face with tears of joy face with tears of joy , and then asked her about it. LMAO face with tears of joy face with tears of joy face with tears of joy",1,
293,@USER Royalty is just a social construct these days. There is nothing special about ‘royals’. And they certainly do not rule anyone (except maybe their household staff).,1,
294,@USER Cannot believe all the dumb comments you make sometimes. What did Scott say wrong? [Hashtag] [Hashtag],1,
295,@USER damn girl where you work at the strip club?,1,
296,@USER I am single are you ready to mingle backhand index pointing right backhand index pointing left,1,
297,@USER all he can do is say no....and laugh at you....and tell you you are stupid for even thinking that. ..,1,
298,@USER the truth is that you got into a physical fight with Abby because she commented on kalani's weight. Why will not you tell the truth?,1,
299,@USER ugh seems kind of gay man,1,
300,@USER you must be having really awful sex,1,
301,@USER that is what she said,1,
302,@USER What in the wojbomb kind of tweet is this ?? Lmao,1,
303,@USER ahh you are too pretty to be a stud anyhow! lol.,1,
304,@USER Maybe leave her in peace I am sure she is done plenty in her lifetime.,1,
305,@USER make me one?!! :o,1,
306,@USER Wake the fuck up @USER this is completely pathetic and embarrassing,1,
307,@USER I have said those exact words. Forgive yourself and let him go with love. I promise it gets better.,1,
308,@USER but Hillary is not a good choice too. I hate Trump but that does not make her a good candidate,1,
309,@USER therapy umm is everything okay?,1,
310,"“@USER: really, are you fucking kidding me?! ever since last night dude, last night! yeah I am talking about you Chris.” Hahaha red heart",1,
311,@USER But most people who are PTs still know nothing face with rolling eyes the amount I see in the commercial gym I go to!,1,
312,@USER maybe you should eat breakfast [Hashtag],1,
313,"@USER @USER maybe you call it ""extremely cliche""?",1,
314,@USER Is the comment referred to b****pink?,1,
315,@USER you are an angry little girl,1,
316,@USER You can go shopping now out to Glendale ;-),1,
317,@USER Ouch. Do you usually wear gloves or just due to the extra intensity?,1,
318,@USER what happened with you and you are mom?,1,
319,"@USER yeah, even bright green or purple, since flesh varies so much in color.",1,
320,@USER why am I not surprised that you hashtag yolo...smh..,1,
321,"@USER It is not that I completely agree, but are not you taking a very USA-centric approach on things?",1,
322,"@USER darling it was a horrible bill, only rapists keep pushing when the target is saying ""No!"".",1,
323,"@USER Gary, do people really care about this type of thing? [Hashtag]",1,
324,"@USER You will be okay. Just take a breather when you need it, think of the good time you had with your nephews, think of going to FTLOF soon. Just take a breath andget something good in your mind or something to look forward to.",1,
325,@USER Your very protective over your girlfriend,1,
326,@USER Bex for fucks sake I do not understand why you have never owned a plunger but for the love of god this life lesson is to buy one... no one PLUS A BACKUP (no pun intended) ... just remember YOU WILL GET THROUGH THIS and IT COULD BE WORSE. Trust me.,1,
327,@USER Am sorry that it is pretty weird but if You are ever that skint You are so hot i would pay You for Your old worn tights,1,
328,@USER Stop putting nicotine in....,1,
329,@USER the amount of money that is wasted by students that teachers pay for is unbelivable.,1,
330,@USER boy where are my tennis racquets??,1,
331,@USER Cherry cricket is the worst.,1,
332,@USER get well soon princess.,1,
333,@USER you got any whiskey?,1,
334,@USER This makes me want to unfollow you. please stop.,1,
335,RT @USER I should use twitter for the right reasons: I am going to take a dump now.,1,
336,@USER Oh my gosh I get you completely there is one guy who asks everyday,1,
337,"@USER Ahhh, a VSA by any chance?? Does that mean you have been taught the 'correct' way to take off a post-it note? ;-)",1,
338,@USER do ladies ever need an excuse to buy clothes?,1,
339,@USER You honestly feel like Obama won that debate?,1,
340,@USER Follow-up question for them. Find your home state on a map. Most people cannot. Sad.,1,
341,@USER chat to me then babe,1,
342,@USER Tweets like that have led to the 'too actory' reputation I think,1,
343,"@USER @USER its a ballad about a guy who kills woman in blind rage, and has to face up to his actions. not advocating it",1,
344,@USER you are such a woman some times,1,
345,@USER You do not need a sex change. I would fuck you a new hole any day.,1,
346,"@USER Your Zaddy brought us bad luck already, have you seen our new kit?",1,
347,"@USER I am so sorry, Hang in their. It is not a death sentence slightly smiling face slightly smiling face",1,
348,"@USER Junk-food is sometimes the only way how I can stay vegan while having a hard time. Not everybody gets a high on fruits or beans all the time. But as long as it is vegan, it is cool right?",1,
349,"@USER I think you have inflated that number. Especially since “they” tell us we will not have the antibodies after getting covid, but somehow a useless vaccine will help! Give your head a shake!",1,
350,"@USER make sure you are doing the exercise properly bro, no offense intended!! And take protein after workouts",1,
351,@USER that is a really long set up for such a terrible joke i really admire the dedication,1,
352,"@USER What the hell, WET COAL, when the whites were in charge, nobody ever said anything about wet coal. This is a very lame excuse from the dickheads running Eskom. So now we blame the rain for wet coal, what did the whites do when it rained?",1,
353,"@USER So you made @USER? Mmmmm...I do not know about that, but I get ya.",1,
354,"@USER at least you have 3/6 , I got none, so you should show some appreciations Also do not give up! xx",1,
355,@USER but you get to see all your Vicksburg homies [Hashtag]?,1,
356,@USER LRT? What is that?,1,
357,@USER @USER what is the difference between a train and a tuba? People smile when they see a train coming.,1,
358,@USER I thought girls like abusive bad boys. Yeah?,1,
359,@USER Its only 10:30 - -,1,
360,@USER utter rubbish. Get of this non dom bandwagon and find your own issues. Real public apitite and gov policy,1,
